date,Gouvernorat,الولاية,Cas,Rétablis,Décès,Hospitalisé,nbre tests,Reanimation,Pays
04/05/2020,Medenine,مدنين,0,0,0,,,,Tunisie
04/05/2020,Ben Arous,بن عروس,0,0,0,,,,Tunisie
04/05/2020,Monastir,المنستير,0,10,0,,,,Tunisie
04/05/2020,Sousse,سوسة,0,13,0,,,,Tunisie
04/05/2020,Kebili,قبلي,1,10,0,,,,Tunisie
04/05/2020,Sfax,صفاقس,0,0,0,,,,Tunisie
04/05/2020,Bizerte,بنزرت,0,1,0,,,,Tunisie
04/05/2020,Nabeul,نابل,0,0,0,,,,Tunisie
04/05/2020,Manouba,منوبة,0,0,0,,,,Tunisie
04/05/2020,Tataouine,تطاوين,0,8,0,,,,Tunisie
04/05/2020,Gabes,قابس,0,3,0,,,,Tunisie
04/05/2020,Mahdia,مهدية,0,1,0,,,,Tunisie
04/05/2020,Le Kef,الكاف,0,0,0,,,,Tunisie
04/05/2020,Zaghouan,زغوان,0,0,0,,,,Tunisie
04/05/2020,Tozeur,توزر,0,0,0,,,,Tunisie
04/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,0,,,,Tunisie
04/05/2020,Kairouan,القيروان,0,0,0,,,,Tunisie
04/05/2020,Kasserine,قصرين,0,6,0,,,,Tunisie
04/05/2020,Gafsa,قفصة,1,1,0,,,,Tunisie
04/05/2020,Beja,باجة,0,0,0,,,,Tunisie
04/05/2020,Jendouba,جندوبة,0,0,0,,,,Tunisie
04/05/2020,Seliana,,0,0,0,,,,Tunisie
05/05/2020,Tunis,تونس,1,0,0,1,390,1,Tunisie
05/05/2020,Ariana,اريانة,0,16,0,,,,Tunisie
05/05/2020,Medenine,مدنين,2,6,0,,,,Tunisie
05/05/2020,Ben Arous,بن عروس,0,27,0,,,,Tunisie
05/05/2020,Monastir,المنستير,0,0,0,,,,Tunisie
05/05/2020,Sousse,سوسة,2,7,0,,,,Tunisie
05/05/2020,Kebili,قبلي,1,19,0,,,,Tunisie
05/05/2020,Sfax,صفاقس,0,3,0,,,,Tunisie
05/05/2020,Bizerte,بنزرت,0,1,0,,,,Tunisie
05/05/2020,Nabeul,نابل,0,0,0,,,,Tunisie
05/05/2020,Manouba,منوبة,-1,9,0,,,,Tunisie
05/05/2020,Tataouine,تطاوين,0,4,0,,,,Tunisie
05/05/2020,Gabes,قابس,0,0,0,,,,Tunisie
05/05/2020,Mahdia,مهدية,1,5,0,,,,Tunisie
05/05/2020,Le Kef,الكاف,1,0,0,,,,Tunisie
05/05/2020,Zaghouan,زغوان,0,0,0,,,,Tunisie
05/05/2020,Tozeur,توزر,-1,-1,0,,,,Tunisie
05/05/2020,Sidi Bouzid,سيدي بوزيد,1,1,0,,,,Tunisie
05/05/2020,Kairouan,القيروان,0,0,0,,,,Tunisie
05/05/2020,Kasserine,قصرين,-1,-1,0,,,,Tunisie
05/05/2020,Gafsa,قفصة,-3,11,0,,,,Tunisie
05/05/2020,Beja,باجة,0,1,0,,,,Tunisie
05/05/2020,Jendouba,جندوبة,0,1,0,,,,Tunisie
05/05/2020,Seliana,,0,0,0,,,,Tunisie
06/05/2020,Tunis,تونس,0,,0,-4,416,3,Tunisie
06/05/2020,Ariana,اريانة,0,,0,,,,Tunisie
06/05/2020,Medenine,مدنين,0,4,0,,,,Tunisie
06/05/2020,Ben Arous,بن عروس,0,,0,,,,Tunisie
06/05/2020,Monastir,المنستير,1,,0,,,,Tunisie
06/05/2020,Sousse,سوسة,0,,1,,,,Tunisie
06/05/2020,Kebili,قبلي,0,1,0,,,,Tunisie
06/05/2020,Sfax,صفاقس,0,1,0,,,,Tunisie
06/05/2020,Bizerte,بنزرت,0,1,0,,,,Tunisie
06/05/2020,Nabeul,نابل,0,,0,,,,Tunisie
06/05/2020,Manouba,منوبة,0,,0,,,,Tunisie
06/05/2020,Tataouine,تطاوين,0,,0,,,,Tunisie
06/05/2020,Gabes,قابس,0,2,0,,,,Tunisie
06/05/2020,Mahdia,مهدية,0,,0,,,,Tunisie
06/05/2020,Le Kef,الكاف,0,,0,,,,Tunisie
06/05/2020,Zaghouan,زغوان,0,,0,,,,Tunisie
06/05/2020,Tozeur,توزر,0,1,0,,,,Tunisie
06/05/2020,Sidi Bouzid,سيدي بوزيد,0,,0,,,,Tunisie
06/05/2020,Kairouan,القيروان,0,,0,,,,Tunisie
06/05/2020,Kasserine,قصرين,0,,0,,,,Tunisie
06/05/2020,Gafsa,قفصة,0,-1,0,,,,Tunisie
06/05/2020,Beja,باجة,0,,0,,,,Tunisie
06/05/2020,Jendouba,جندوبة,0,,0,,,,Tunisie
06/05/2020,Seliana,,0,,0,,,,Tunisie
07/05/2020,Tunis,تونس,0,20,,1,1435,3,Tunisie
07/05/2020,Ariana,اريانة,0,5,,,,,Tunisie
07/05/2020,Medenine,مدنين,0,,1,,,,Tunisie
07/05/2020,Ben Arous,بن عروس,0,9,,,,,Tunisie
07/05/2020,Monastir,المنستير,0,3,,,,,Tunisie
07/05/2020,Sousse,سوسة,0,,,,,,Tunisie
07/05/2020,Kebili,قبلي,0,,,,,,Tunisie
07/05/2020,Sfax,صفاقس,0,,,,,,Tunisie
07/05/2020,Bizerte,بنزرت,0,,,,,,Tunisie
07/05/2020,Nabeul,نابل,1,,,,,,Tunisie
07/05/2020,Manouba,منوبة,0,,,,,,Tunisie
07/05/2020,Tataouine,تطاوين,0,,,,,,Tunisie
07/05/2020,Gabes,قابس,0,,,,,,Tunisie
07/05/2020,Mahdia,مهدية,0,,,,,,Tunisie
07/05/2020,Le Kef,الكاف,0,,,,,,Tunisie
07/05/2020,Zaghouan,زغوان,0,,,,,,Tunisie
07/05/2020,Tozeur,توزر,1,,,,,,Tunisie
07/05/2020,Sidi Bouzid,سيدي بوزيد,0,,,,,,Tunisie
07/05/2020,Kairouan,القيروان,0,,,,,,Tunisie
07/05/2020,Kasserine,قصرين,0,,,,,,Tunisie
07/05/2020,Gafsa,قفصة,2,,,,,,Tunisie
07/05/2020,Beja,باجة,0,,,,,,Tunisie
07/05/2020,Jendouba,جندوبة,0,,,,,,Tunisie
07/05/2020,Seliana,,0,1,,,,,Tunisie
08/05/2020,Tunis,تونس,0,14,,1,1500,-5,Tunisie
08/05/2020,Ariana,اريانة,0,0,,,,,Tunisie
08/05/2020,Medenine,مدنين,0,0,,,,,Tunisie
08/05/2020,Ben Arous,بن عروس,0,2,,,,,Tunisie
08/05/2020,Monastir,المنستير,0,0,,,,,Tunisie
08/05/2020,Sousse,سوسة,0,2,,,,,Tunisie
08/05/2020,Kebili,قبلي,0,1,,,,,Tunisie
08/05/2020,Sfax,صفاقس,0,0,,,,,Tunisie
08/05/2020,Bizerte,بنزرت,0,0,,,,,Tunisie
08/05/2020,Nabeul,نابل,0,0,,,,,Tunisie
08/05/2020,Manouba,منوبة,0,0,,,,,Tunisie
08/05/2020,Tataouine,تطاوين,0,0,,,,,Tunisie
08/05/2020,Gabes,قابس,0,1,,,,,Tunisie
08/05/2020,Mahdia,مهدية,0,0,,,,,Tunisie
08/05/2020,Le Kef,الكاف,0,0,,,,,Tunisie
08/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
08/05/2020,Tozeur,توزر,0,2,,,,,Tunisie
08/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
08/05/2020,Kairouan,القيروان,0,0,,,,,Tunisie
08/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
08/05/2020,Gafsa,قفصة,1,0,,,,,Tunisie
08/05/2020,Beja,باجة,1,0,,,,,Tunisie
08/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
08/05/2020,Seliana,,0,0,,,,,Tunisie
09/05/2020,Tunis,تونس,0,8,,-24,292,0,Tunisie
09/05/2020,Ariana,اريانة,0,0,,,,,Tunisie
09/05/2020,Medenine,مدنين,0,4,,,,,Tunisie
09/05/2020,Ben Arous,بن عروس,0,1,,,,,Tunisie
09/05/2020,Monastir,المنستير,0,2,,,,,Tunisie
09/05/2020,Sousse,سوسة,0,5,,,,,Tunisie
09/05/2020,Kebili,قبلي,0,8,,,,,Tunisie
09/05/2020,Sfax,صفاقس,0,2,,,,,Tunisie
09/05/2020,Bizerte,بنزرت,0,0,,,,,Tunisie
09/05/2020,Nabeul,نابل,0,0,,,,,Tunisie
09/05/2020,Manouba,منوبة,0,4,,,,,Tunisie
09/05/2020,Tataouine,تطاوين,0,1,,,,,Tunisie
09/05/2020,Gabes,قابس,0,0,,,,,Tunisie
09/05/2020,Mahdia,مهدية,0,1,,,,,Tunisie
09/05/2020,Le Kef,الكاف,0,0,,,,,Tunisie
09/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
09/05/2020,Tozeur,توزر,0,0,,,,,Tunisie
09/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
09/05/2020,Kairouan,القيروان,0,1,,,,,Tunisie
09/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
09/05/2020,Gafsa,قفصة,0,3,,,,,Tunisie
09/05/2020,Beja,باجة,0,0,,,,,Tunisie
09/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
09/05/2020,Seliana,,0,0,,,,,Tunisie
10/05/2020,Tunis,تونس,0,5,,-4,448,-19,Tunisie
10/05/2020,Ariana,اريانة,0,2,,,,,Tunisie
10/05/2020,Medenine,مدنين,0,4,,,,,Tunisie
10/05/2020,Ben Arous,بن عروس,0,4,,,,,Tunisie
10/05/2020,Monastir,المنستير,0,0,,,,,Tunisie
10/05/2020,Sousse,سوسة,0,1,,,,,Tunisie
10/05/2020,Kebili,قبلي,0,4,,,,,Tunisie
10/05/2020,Sfax,صفاقس,0,0,,,,,Tunisie
10/05/2020,Bizerte,بنزرت,0,2,,,,,Tunisie
10/05/2020,Nabeul,نابل,0,0,,,,,Tunisie
10/05/2020,Manouba,منوبة,0,0,,,,,Tunisie
10/05/2020,Tataouine,تطاوين,0,3,,,,,Tunisie
10/05/2020,Gabes,قابس,0,0,,,,,Tunisie
10/05/2020,Mahdia,مهدية,0,1,,,,,Tunisie
10/05/2020,Le Kef,الكاف,0,,,,,,Tunisie
10/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
10/05/2020,Tozeur,توزر,0,,,,,,Tunisie
10/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
10/05/2020,Kairouan,القيروان,0,0,,,,,Tunisie
10/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
10/05/2020,Gafsa,قفصة,0,1,,,,,Tunisie
10/05/2020,Beja,باجة,0,0,,,,,Tunisie
10/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
10/05/2020,Seliana,,0,0,,,,,Tunisie
11/05/2020,Tunis,تونس,0,2,,-2,614,0,Tunisie
11/05/2020,Ariana,اريانة,0,1,,,,,Tunisie
11/05/2020,Medenine,مدنين,0,1,,,,,Tunisie
11/05/2020,Ben Arous,بن عروس,0,0,,,,,Tunisie
11/05/2020,Monastir,المنستير,0,1,,,,,Tunisie
11/05/2020,Sousse,سوسة,0,0,,,,,Tunisie
11/05/2020,Kebili,قبلي,0,3,,,,,Tunisie
11/05/2020,Sfax,صفاقس,0,0,,,,,Tunisie
11/05/2020,Bizerte,بنزرت,0,2,,,,,Tunisie
11/05/2020,Nabeul,نابل,0,0,,,,,Tunisie
11/05/2020,Manouba,منوبة,0,2,,,,,Tunisie
11/05/2020,Tataouine,تطاوين,0,0,,,,,Tunisie
11/05/2020,Gabes,قابس,0,0,,,,,Tunisie
11/05/2020,Mahdia,مهدية,0,0,,,,,Tunisie
11/05/2020,Le Kef,الكاف,0,0,,,,,Tunisie
11/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
11/05/2020,Tozeur,توزر,0,0,,,,,Tunisie
11/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
11/05/2020,Kairouan,القيروان,0,0,,,,,Tunisie
11/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
11/05/2020,Gafsa,قفصة,0,0,,,,,Tunisie
11/05/2020,Beja,باجة,0,1,,,,,Tunisie
11/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
11/05/2020,Seliana,,0,0,,,,,Tunisie
12/05/2020,Tunis,تونس,0,1,,0,443,0,Tunisie
12/05/2020,Ariana,اريانة,0,0,,,,,Tunisie
12/05/2020,Medenine,مدنين,0,5,,,,,Tunisie
12/05/2020,Ben Arous,بن عروس,0,2,,,,,Tunisie
12/05/2020,Monastir,المنستير,0,0,,,,,Tunisie
12/05/2020,Sousse,سوسة,0,0,,,,,Tunisie
12/05/2020,Kebili,قبلي,0,2,,,,,Tunisie
12/05/2020,Sfax,صفاقس,0,1,,,,,Tunisie
12/05/2020,Bizerte,بنزرت,0,0,,,,,Tunisie
12/05/2020,Nabeul,نابل,0,2,,,,,Tunisie
12/05/2020,Manouba,منوبة,0,1,,,,,Tunisie
12/05/2020,Tataouine,تطاوين,0,0,,,,,Tunisie
12/05/2020,Gabes,قابس,0,1,,,,,Tunisie
12/05/2020,Mahdia,مهدية,0,1,,,,,Tunisie
12/05/2020,Le Kef,الكاف,0,0,,,,,Tunisie
12/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
12/05/2020,Tozeur,توزر,0,0,,,,,Tunisie
12/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
12/05/2020,Kairouan,القيروان,0,0,,,,,Tunisie
12/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
12/05/2020,Gafsa,قفصة,0,1,,,,,Tunisie
12/05/2020,Beja,باجة,0,-1,,,,,Tunisie
12/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
12/05/2020,Seliana,,0,3,,,,,Tunisie
13/05/2020,Tunis,تونس,0,5,,-2,555,0,Tunisie
13/05/2020,Ariana,اريانة,0,0,,,,,Tunisie
13/05/2020,Medenine,مدنين,0,2,,,,,Tunisie
13/05/2020,Ben Arous,بن عروس,0,1,,,,,Tunisie
13/05/2020,Monastir,المنستير,0,0,,,,,Tunisie
13/05/2020,Sousse,سوسة,0,0,,,,,Tunisie
13/05/2020,Kebili,قبلي,0,1,,,,,Tunisie
13/05/2020,Sfax,صفاقس,0,0,,,,,Tunisie
13/05/2020,Bizerte,بنزرت,0,1,,,,,Tunisie
13/05/2020,Nabeul,نابل,0,0,,,,,Tunisie
13/05/2020,Manouba,منوبة,0,1,,,,,Tunisie
13/05/2020,Tataouine,تطاوين,0,0,,,,,Tunisie
13/05/2020,Gabes,قابس,0,0,,,,,Tunisie
13/05/2020,Mahdia,مهدية,0,0,,,,,Tunisie
13/05/2020,Le Kef,الكاف,0,0,,,,,Tunisie
13/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
13/05/2020,Tozeur,توزر,0,0,,,,,Tunisie
13/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
13/05/2020,Kairouan,القيروان,0,0,,,,,Tunisie
13/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
13/05/2020,Gafsa,قفصة,0,0,,,,,Tunisie
13/05/2020,Beja,باجة,0,0,,,,,Tunisie
13/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
13/05/2020,Seliana,,0,0,,,,,Tunisie
14/05/2020,Tunis,تونس,1,4,,0,443,0,Tunisie
14/05/2020,Ariana,اريانة,0,2,,,,,Tunisie
14/05/2020,Medenine,مدنين,0,0,,,,,Tunisie
14/05/2020,Ben Arous,بن عروس,0,2,,,,,Tunisie
14/05/2020,Monastir,المنستير,0,1,,,,,Tunisie
14/05/2020,Sousse,سوسة,0,2,,,,,Tunisie
14/05/2020,Kebili,قبلي,0,6,,,,,Tunisie
14/05/2020,Sfax,صفاقس,0,4,,,,,Tunisie
14/05/2020,Bizerte,بنزرت,0,0,,,,,Tunisie
14/05/2020,Nabeul,نابل,0,1,,,,,Tunisie
14/05/2020,Manouba,منوبة,0,2,,,,,Tunisie
14/05/2020,Tataouine,تطاوين,0,0,,,,,Tunisie
14/05/2020,Gabes,قابس,0,0,,,,,Tunisie
14/05/2020,Mahdia,مهدية,0,0,,,,,Tunisie
14/05/2020,Le Kef,الكاف,0,2,,,,,Tunisie
14/05/2020,Zaghouan,زغوان,0,0,,,,,Tunisie
14/05/2020,Tozeur,توزر,0,0,,,,,Tunisie
14/05/2020,Sidi Bouzid,سيدي بوزيد,0,0,,,,,Tunisie
14/05/2020,Kairouan,القيروان,0,0,,,,,Tunisie
14/05/2020,Kasserine,قصرين,0,0,,,,,Tunisie
14/05/2020,Gafsa,قفصة,2,6,,,,,Tunisie
14/05/2020,Beja,باجة,0,0,,,,,Tunisie
14/05/2020,Jendouba,جندوبة,0,0,,,,,Tunisie
14/05/2020,Seliana,,0,0,,,,,Tunisie
